expiration,ttm,log_moneyness,w_svi,iv_smooth
2026-04-10,0.019178082191780823,-0.14387959625987967,0.004120381346381174,0.4635174817829926
2026-04-10,0.019178082191780823,-0.14312020679287182,0.0041054770626453505,0.46267840232800284
2026-04-10,0.019178082191780823,-0.14236081732586398,0.004090577110005025,0.4618380429098857
2026-04-10,0.019178082191780823,-0.14160142785885613,0.00407568154227173,0.4609963995721165
2026-04-10,0.019178082191780823,-0.14084203839184828,0.004060790414130782,0.46015346836800547
2026-04-10,0.019178082191780823,-0.14008264892484043,0.004045903781158631,0.4593092453616627
2026-04-10,0.019178082191780823,-0.13932325945783258,0.004031021699840613,0.45846372662899537
2026-04-10,0.019178082191780823,-0.13856386999082473,0.004016144227589112,0.45761690825874146
2026-04-10,0.019178082191780823,-0.13780448052381689,0.004001271422762151,0.45676878635353746
2026-04-10,0.019178082191780823,-0.13704509105680907,0.003986403344682416,0.4559193570310248
2026-04-10,0.019178082191780823,-0.13628570158980122,0.003971540053656726,0.45506861642499347
2026-04-10,0.019178082191780823,-0.13552631212279337,0.003956681610995968,0.4542165606865657
2026-04-10,0.019178082191780823,-0.13476692265578552,0.003941828079035498,0.45336318598542047
2026-04-10,0.019178082191780823,-0.13400753318877767,0.003926979521156028,0.4525084885110602
2026-04-10,0.019178082191780823,-0.13324814372176982,0.003912136001805004,0.45165246447412044
2026-04-10,0.019178082191780823,-0.13248875425476198,0.0038972975865185105,0.45079511010772577
2026-04-10,0.019178082191780823,-0.13172936478775413,0.0038824643419436795,0.4499364216688911
2026-04-10,0.019178082191780823,-0.13096997532074628,0.0038676363358616504,0.4490763954399713
2026-04-10,0.019178082191780823,-0.13021058585373843,0.0038528136372110774,0.44821502773016103
2026-04-10,0.019178082191780823,-0.12945119638673058,0.0038379963161122074,0.44735231487704497
2026-04-10,0.019178082191780823,-0.12869180691972273,0.0038231844438915362,0.44648825324820146
2026-04-10,0.019178082191780823,-0.12793241745271489,0.0038083780931070722,0.445622839242861
2026-04-10,0.019178082191780823,-0.12717302798570704,0.0037935773375742062,0.444756069293621
2026-04-10,0.019178082191780823,-0.1264136385186992,0.003778782252392218,0.44388793986821873
2026-04-10,0.019178082191780823,-0.12565424905169134,0.003763992913971434,0.4430184474713655
2026-04-10,0.019178082191780823,-0.1248948595846835,0.0037492094000610506,0.4421475886466424
2026-04-10,0.019178082191780823,-0.12413547011767566,0.003734431789777637,0.4412753599784602
2026-04-10,0.019178082191780823,-0.12337608065066781,0.0037196601636343583,0.44040175809408727
2026-04-10,0.019178082191780823,-0.12261669118365996,0.003704894603570907,0.43952677966574477
2026-04-10,0.019178082191780823,-0.12185730171665213,0.0036901351929841883,0.4386504214127739
2026-04-10,0.019178082191780823,-0.12109791224964428,0.003675382016759762,0.4377726801038759
2026-04-10,0.019178082191780823,-0.12033852278263643,0.0036606351613040857,0.4368935525594292
2026-04-10,0.019178082191780823,-0.11957913331562858,0.0036458947145775484,0.4360130356538839
2026-04-10,0.019178082191780823,-0.11881974384862073,0.0036311607661283483,0.43513112631823775
2026-04-10,0.019178082191780823,-0.11806035438161289,0.003616433407127218,0.4342478215425964
2026-04-10,0.019178082191780823,-0.11730096491460504,0.0036017127304030314,0.4333631183788201
2026-04-10,0.019178082191780823,-0.11654157544759719,0.0035869988304793126,0.4324770139432597
2026-04-10,0.019178082191780823,-0.11578218598058934,0.003572291803611672,0.431589505419586
2026-04-10,0.019178082191780823,-0.1150227965135815,0.003557591747826199,0.4307005900617144
2026-04-10,0.019178082191780823,-0.11426340704657365,0.003542898762958837,0.42981026519682836
2026-04-10,0.019178082191780823,-0.11350401757956581,0.0035282129506957654,0.42891852822850607
2026-04-10,0.019178082191780823,-0.11274462811255796,0.0035135344146148217,0.42802537663995205
2026-04-10,0.019178082191780823,-0.11198523864555011,0.003498863260227994,0.42713080799733905
2026-04-10,0.019178082191780823,-0.11122584917854227,0.003484199595025007,0.42623481995326196
2026-04-10,0.019178082191780823,-0.11046645971153442,0.0034695435285180417,0.4253374102503103
2026-04-10,0.019178082191780823,-0.10970707024452658,0.0034548951722876142,0.4244385767247599
2026-04-10,0.019178082191780823,-0.10894768077751874,0.0034402546400296554,0.4235383173103913
2026-04-10,0.019178082191780823,-0.10818829131051089,0.0034256220476038147,0.4226366300424367
2026-04-10,0.019178082191780823,-0.10742890184350304,0.0034109975130830338,0.4217335130616603
2026-04-10,0.019178082191780823,-0.10666951237649519,0.0033963811568044153,0.42082896461857816
2026-04-10,0.019178082191780823,-0.10591012290948734,0.003381773101421442,0.41992298307782006
2026-04-10,0.019178082191780823,-0.1051507334424795,0.003367173471957563,0.4190155669226401
2026-04-10,0.019178082191780823,-0.10439134397547165,0.0033525823958612034,0.4181067147595796
